时间 (s),薄膜厚度 (m),温度 (K)
6.900000000000004,0.0,390.0
6.9200000000000035,0.0,386.07433152778935
6.940000000000004,0.0,386.09530664718693
6.9600000000000035,0.0,384.2008757952131
6.980000000000004,0.0,384.2087392198652
7.0000000000000036,0.0,382.8381920186323
7.020000000000004,0.0,382.8393160858987
7.040000000000004,0.0,381.7471815101973
7.060000000000004,0.0,381.7338988735742
7.080000000000004,0.0,380.82366210847823
7.100000000000004,0.0,380.796284687216
7.120000000000004,0.0,380.0174657512314
7.140000000000004,0.0,379.97775251379153
7.160000000000004,0.0,379.29959496919264
7.180000000000004,0.0,379.2495929556581
7.200000000000004,0.0,378.6515346585402
7.220000000000004,0.0,378.5931948452375
7.240000000000004,0.0,378.06061183207754
7.260000000000004,0.0,377.9956593555133
7.280000000000004,0.0,377.51768317854686
7.300000000000004,0.0,377.44758990431757
7.320000000000004,0.0,377.0158729344875
7.340000000000004,0.0,376.94187123679177
7.360000000000004,0.0,376.54983518526024
7.380000000000004,0.0,376.4729460091812
7.400000000000004,0.0,376.11529808423273
7.420000000000004,0.0,376.0363615563588
7.440000000000004,0.0,375.70876893983655
7.460000000000004,0.0,375.628472830865
7.480000000000004,0.0,375.32733593617536
7.500000000000004,0.0,375.24624048075015
7.520000000000004,0.0,374.96853057635707
7.5400000000000045,0.0,374.8870895205156
7.560000000000004,0.0,374.63022979324387
7.5800000000000045,0.0,374.548808046769
7.600000000000004,0.0,374.31058482429086
7.6200000000000045,0.0,374.22947322360403
7.640000000000004,0.0,374.0079686196381
7.660000000000005,0.0,373.92739628491574
7.680000000000004,0.0,373.72093634808425
7.700000000000005,0.0,373.64108104884633
7.720000000000004,0.0,373.44819530801146
7.740000000000005,0.0,373.36919217694594
7.760000000000004,0.0,373.1885816776189
7.780000000000005,0.0,373.11053054752114
7.800000000000004,0.0,372.9410422915682
7.820000000000005,0.0,372.86401387808587
7.840000000000004,0.0,372.70462014682613
7.860000000000005,0.0,372.62866125889934
7.880000000000004,0.0,372.4784427006561
7.900000000000004,0.0,372.4035806288302
7.920000000000004,0.0,372.26171227896486
7.940000000000005,0.0,372.1879584868409
7.960000000000004,0.0,372.0536980959487
7.980000000000004,0.0,371.98105132015803
8.000000000000004,0.0,371.85372951778834
8.020000000000005,0.0,371.7821783657199
8.040000000000004,0.0,371.66119029870123
8.060000000000004,0.0,371.5907154198616
8.080000000000005,0.0,371.4755135872283
8.100000000000005,0.0,371.40608948293476
6.900000000000004,1.8750000000000002e-05,389.09442548532553
