时间 (s),薄膜厚度 (m),温度 (K)
1.9000000000000008,0.0,332.8608854219424
1.9200000000000008,0.0,380.0
1.9400000000000008,0.0,380.0
1.9600000000000009,0.0,380.0
1.9800000000000009,0.0,380.0
2.000000000000001,0.0,380.0
2.020000000000001,0.0,380.0
2.040000000000001,0.0,380.0
2.060000000000001,0.0,380.0
2.080000000000001,0.0,380.0
2.100000000000001,0.0,380.0
2.120000000000001,0.0,380.0
2.140000000000001,0.0,380.0
2.160000000000001,0.0,380.0
2.180000000000001,0.0,380.0
2.200000000000001,0.0,380.0
2.220000000000001,0.0,380.0
2.240000000000001,0.0,380.0
2.260000000000001,0.0,380.0
2.280000000000001,0.0,380.0
2.300000000000001,0.0,380.0
2.320000000000001,0.0,380.0
2.340000000000001,0.0,380.0
2.360000000000001,0.0,380.0
2.3800000000000012,0.0,380.0
2.4000000000000012,0.0,380.0
2.420000000000001,0.0,380.0
2.4400000000000013,0.0,380.0
2.460000000000001,0.0,380.0
2.4800000000000013,0.0,380.0
2.500000000000001,0.0,380.0
2.5200000000000014,0.0,380.0
2.540000000000001,0.0,380.0
2.5600000000000014,0.0,380.0
2.580000000000001,0.0,380.0
2.6000000000000014,0.0,380.0
2.620000000000001,0.0,380.0
2.6400000000000015,0.0,380.0
2.660000000000001,0.0,380.0
2.6800000000000015,0.0,380.0
2.700000000000001,0.0,380.0
1.9000000000000008,1.8750000000000002e-05,332.8863413334389
1.9200000000000008,1.8750000000000002e-05,359.7606877225908
1.9400000000000008,1.8750000000000002e-05,374.8494027673343
1.9600000000000009,1.8750000000000002e-05,371.4873684836278
1.9800000000000009,1.8750000000000002e-05,375.6389985723756
2.000000000000001,1.8750000000000002e-05,374.10584951568046
2.020000000000001,1.8750000000000002e-05,376.13702792368434
2.040000000000001,1.8750000000000002e-05,375.2987899681554
2.060000000000001,1.8750000000000002e-05,376.4967538373435
2.080000000000001,1.8750000000000002e-05,375.9902676444998
2.100000000000001,1.8750000000000002e-05,376.77358065899836
2.120000000000001,1.8750000000000002e-05,376.4463551219175
2.140000000000001,1.8750000000000002e-05,376.9949195937307
2.160000000000001,1.8750000000000002e-05,376.77304558373356
2.180000000000001,1.8750000000000002e-05,377.17672972119055
2.200000000000001,1.8750000000000002e-05,377.02087276861425
2.220000000000001,1.8750000000000002e-05,377.3292204190202
2.240000000000001,1.8750000000000002e-05,377.21692969824863
2.260000000000001,1.8750000000000002e-05,377.45931990543727
2.280000000000001,1.8750000000000002e-05,377.3770271880246
2.300000000000001,1.8750000000000002e-05,377.5719229634797
2.320000000000001,1.8750000000000002e-05,377.5110168436872
2.340000000000001,1.8750000000000002e-05,377.67059376911885
2.360000000000001,1.8750000000000002e-05,377.6253715236099
2.3800000000000012,1.8750000000000002e-05,377.75799253799227
2.4000000000000012,1.8750000000000002e-05,377.7245365951535
2.420000000000001,1.8750000000000002e-05,377.83614785351864
2.4400000000000013,1.8750000000000002e-05,377.8116817118041
2.460000000000001,1.8750000000000002e-05,377.90663639522523
2.4800000000000013,1.8750000000000002e-05,377.8891401037801
2.500000000000001,1.8750000000000002e-05,377.9707043822139
2.5200000000000014,1.8750000000000002e-05,377.95867607182424
2.540000000000001,1.8750000000000002e-05,378.02935123696346
2.5600000000000014,1.8750000000000002e-05,378.0216538919825
2.580000000000001,1.8750000000000002e-05,378.0833883417606
2.6000000000000014,1.8750000000000002e-05,378.0791481076665
2.620000000000001,1.8750000000000002e-05,378.1334811223004
2.6400000000000015,1.8750000000000002e-05,378.132017769239
2.660000000000001,1.8750000000000002e-05,378.1801796781142
2.6800000000000015,1.8750000000000002e-05,378.18095776981943
2.700000000000001,1.8750000000000002e-05,378.22394150506346
1.9000000000000008,3.7500000000000003e-05,332.97455475240474
1.9200000000000008,3.7500000000000003e-05,348.2109787719942
1.9400000000000008,3.7500000000000003e-05,365.35927126331154
1.9600000000000009,3.7500000000000003e-05,366.50163508440886
1.9800000000000009,3.7500000000000003e-05,368.87399206207726
2.000000000000001,3.7500000000000003e-05,370.27283253241393
2.020000000000001,3.7500000000000003e-05,370.74042928758314
2.040000000000001,3.7500000000000003e-05,371.95803430536506
2.060000000000001,3.7500000000000003e-05,371.9347350727652
2.080000000000001,3.7500000000000003e-05,372.9432841099278
2.100000000000001,3.7500000000000003e-05,372.7769062953126
2.120000000000001,3.7500000000000003e-05,373.60654840860843
2.140000000000001,3.7500000000000003e-05,373.40822906301474
2.160000000000001,3.7500000000000003e-05,374.09331957898934
2.180000000000001,3.7500000000000003e-05,373.9021130486225
2.200000000000001,3.7500000000000003e-05,374.47173490818216
2.220000000000001,3.7500000000000003e-05,374.300914060895
2.240000000000001,3.7500000000000003e-05,374.7781146417925
2.260000000000001,3.7500000000000003e-05,374.6309479772052
2.280000000000001,3.7500000000000003e-05,375.0337028810612
2.300000000000001,3.7500000000000003e-05,374.90950109179545
2.320000000000001,3.7500000000000003e-05,375.25183235575264
2.340000000000001,3.7500000000000003e-05,375.14843850793056
2.360000000000001,3.7500000000000003e-05,375.4413508673075
2.3800000000000012,3.7500000000000003e-05,375.35620317103144
2.4000000000000012,3.7500000000000003e-05,375.60840465405244
2.420000000000001,3.7500000000000003e-05,375.5389880136832
2.4400000000000013,3.7500000000000003e-05,375.7574297696231
2.460000000000001,3.7500000000000003e-05,375.7014545615894
2.4800000000000013,3.7500000000000003e-05,375.8917326696222
2.500000000000001,3.7500000000000003e-05,375.84718965858957
2.5200000000000014,3.7500000000000003e-05,376.013845002187
2.540000000000001,3.7500000000000003e-05,375.9790048271923
2.5600000000000014,3.7500000000000003e-05,376.12574854528435
2.580000000000001,3.7500000000000003e-05,376.09913811135726
2.6000000000000014,3.7500000000000003e-05,376.22902274960194
2.620000000000001,3.7500000000000003e-05,376.2093938145866
2.6400000000000015,3.7500000000000003e-05,376.32494449933654
2.660000000000001,3.7500000000000003e-05,376.3112414440817
2.6800000000000015,3.7500000000000003e-05,376.4145573919237
2.700000000000001,3.7500000000000003e-05,376.40588740103027
1.9000000000000008,5.6250000000000005e-05,332.9735521733966
1.9200000000000008,5.6250000000000005e-05,341.6454403726459
1.9400000000000008,5.6250000000000005e-05,356.2767926018446
1.9600000000000009,5.6250000000000005e-05,361.346583422697
1.9800000000000009,5.6250000000000005e-05,363.1673625806692
2.000000000000001,5.6250000000000005e-05,365.67168294192777
2.020000000000001,5.6250000000000005e-05,366.40523514357864
2.040000000000001,5.6250000000000005e-05,367.79993379531
2.060000000000001,5.6250000000000005e-05,368.31329503502667
2.080000000000001,5.6250000000000005e-05,369.151848257242
2.100000000000001,5.6250000000000005e-05,369.58481642475044
2.120000000000001,5.6250000000000005e-05,370.11961872139955
2.140000000000001,5.6250000000000005e-05,370.5020220923564
2.160000000000001,5.6250000000000005e-05,370.86072173995416
2.180000000000001,5.6250000000000005e-05,371.2014605056044
2.200000000000001,5.6250000000000005e-05,371.453279694167
2.220000000000001,5.6250000000000005e-05,371.7571349615072
2.240000000000001,5.6250000000000005e-05,371.94161205469027
2.260000000000001,5.6250000000000005e-05,372.21258126514647
2.280000000000001,5.6250000000000005e-05,372.35325189338306
2.300000000000001,5.6250000000000005e-05,372.5950834759545
2.320000000000001,5.6250000000000005e-05,372.7064490386487
2.340000000000001,5.6250000000000005e-05,372.92263631333026
2.360000000000001,5.6250000000000005e-05,373.0139028932229
2.3800000000000012,5.6250000000000005e-05,373.2076248625584
2.4000000000000012,5.6250000000000005e-05,373.2847945465046
2.420000000000001,5.6250000000000005e-05,373.45888904810596
2.4400000000000013,5.6250000000000005e-05,373.5259704446035
2.460000000000001,5.6250000000000005e-05,373.68293865234307
2.4800000000000013,5.6250000000000005e-05,373.74266818721964
2.500000000000001,5.6250000000000005e-05,373.88469716617146
2.5200000000000014,5.6250000000000005e-05,373.93897993983336
2.540000000000001,5.6250000000000005e-05,374.06797298516693
2.5600000000000014,5.6250000000000005e-05,374.11815860235276
2.580000000000001,5.6250000000000005e-05,374.23576743043157
2.6000000000000014,5.6250000000000005e-05,374.2828264610123
2.620000000000001,5.6250000000000005e-05,374.3904821248597
2.6400000000000015,5.6250000000000005e-05,374.43512123444725
2.660000000000001,5.6250000000000005e-05,374.53406221614193
2.6800000000000015,5.6250000000000005e-05,374.57680070397987
2.700000000000001,5.6250000000000005e-05,374.6680979542364
1.9000000000000008,7.500000000000001e-05,333.0019249306341
1.9200000000000008,7.500000000000001e-05,337.87424839916287
1.9400000000000008,7.500000000000001e-05,348.9852262168838
1.9600000000000009,7.500000000000001e-05,355.9358340673302
1.9800000000000009,7.500000000000001e-05,358.3263905359412
2.000000000000001,7.500000000000001e-05,360.96447166335855
2.020000000000001,7.500000000000001e-05,362.4220535098567
2.040000000000001,7.500000000000001e-05,363.72133691947175
2.060000000000001,7.500000000000001e-05,364.77446054991253
2.080000000000001,7.500000000000001e-05,365.54566898437014
2.100000000000001,7.500000000000001e-05,366.33649253217675
2.120000000000001,7.500000000000001e-05,366.8668638602316
2.140000000000001,7.500000000000001e-05,367.4710032561949
2.160000000000001,7.500000000000001e-05,367.8779723364788
2.180000000000001,7.500000000000001e-05,368.345733532038
2.200000000000001,7.500000000000001e-05,368.6820927804367
2.220000000000001,7.500000000000001e-05,369.04902338712753
2.240000000000001,7.500000000000001e-05,369.3403099101986
2.260000000000001,7.500000000000001e-05,369.6320348863903
2.280000000000001,7.500000000000001e-05,369.89144946012675
2.300000000000001,7.500000000000001e-05,370.1266379980706
2.320000000000001,7.500000000000001e-05,370.36149842399925
2.340000000000001,7.500000000000001e-05,370.55386934338145
2.360000000000001,7.500000000000001e-05,370.76857072981346
2.3800000000000012,7.500000000000001e-05,370.9282884155379
2.4000000000000012,7.500000000000001e-05,371.12572084414353
2.420000000000001,7.500000000000001e-05,371.2603774293852
2.4400000000000013,7.500000000000001e-05,371.4426259504316
2.460000000000001,7.500000000000001e-05,371.5579367544184
2.4800000000000013,7.500000000000001e-05,371.72663410557743
2.500000000000001,7.500000000000001e-05,371.8269330432675
2.5200000000000014,7.500000000000001e-05,371.9834396294856
2.540000000000001,7.500000000000001e-05,372.072034678951
2.5600000000000014,7.500000000000001e-05,372.2175313028668
2.580000000000001,7.500000000000001e-05,372.2969617924327
2.6000000000000014,7.500000000000001e-05,372.43249809224903
2.620000000000001,7.500000000000001e-05,372.5047225358552
2.6400000000000015,7.500000000000001e-05,372.63124275376896
2.660000000000001,7.500000000000001e-05,372.6977770034516
2.6800000000000015,7.500000000000001e-05,372.8161343591456
2.700000000000001,7.500000000000001e-05,372.87815434003505
1.9000000000000008,9.375e-05,332.9790850912646
1.9200000000000008,9.375e-05,335.72188101224936
1.9400000000000008,9.375e-05,343.60057494049425
1.9600000000000009,9.375e-05,350.77217430917926
1.9800000000000009,9.375e-05,353.9922483079706
2.000000000000001,9.375e-05,356.5883977023627
2.020000000000001,9.375e-05,358.55294635442453
2.040000000000001,9.375e-05,359.9520141485152
2.060000000000001,9.375e-05,361.2447124472689
2.080000000000001,9.375e-05,362.1844005027892
2.100000000000001,9.375e-05,363.08391566345125
2.120000000000001,9.375e-05,363.79128846181396
2.140000000000001,9.375e-05,364.4499745164154
2.160000000000001,9.375e-05,365.0143948342657
2.180000000000001,9.375e-05,365.5195221724587
2.200000000000001,9.375e-05,365.984419345651
2.220000000000001,9.375e-05,366.38771102580114
2.240000000000001,9.375e-05,366.7782085900506
2.260000000000001,9.375e-05,367.1112933287332
2.280000000000001,9.375e-05,367.4438877153851
2.300000000000001,9.375e-05,367.72670730429223
2.320000000000001,9.375e-05,368.01315849708146
2.340000000000001,9.375e-05,368.2586798386781
2.360000000000001,9.375e-05,368.50780560006416
2.3800000000000012,9.375e-05,368.7247301132486
2.4000000000000012,9.375e-05,368.94335129271786
2.420000000000001,9.375e-05,369.13770842590816
2.4400000000000013,9.375e-05,369.33120807236213
2.460000000000001,9.375e-05,369.5073117243624
2.4800000000000013,9.375e-05,369.67999658005255
2.500000000000001,9.375e-05,369.8410301207875
2.5200000000000014,9.375e-05,369.996379660022
2.540000000000001,9.375e-05,370.1447606118828
2.5600000000000014,9.375e-05,370.28560649192434
2.580000000000001,9.375e-05,370.42321852076844
2.6000000000000014,9.375e-05,370.5518780887008
2.620000000000001,9.375e-05,370.6802216063093
2.6400000000000015,9.375e-05,370.79859921424514
2.660000000000001,9.375e-05,370.9188910845175
2.6800000000000015,9.375e-05,371.0285563388376
2.700000000000001,9.375e-05,371.1417977680735
1.9000000000000008,0.00011250000000000001,332.9550962572348
1.9200000000000008,0.00011250000000000001,334.4645275963976
1.9400000000000008,0.00011250000000000001,339.82976855536236
1.9600000000000009,0.00011250000000000001,346.2262742355432
1.9800000000000009,0.00011250000000000001,350.0493359138351
2.000000000000001,0.00011250000000000001,352.6415456604425
2.020000000000001,0.00011250000000000001,354.86679448796554
2.040000000000001,0.00011250000000000001,356.4437080937528
2.060000000000001,0.00011250000000000001,357.85817153645894
2.080000000000001,0.00011250000000000001,358.9768041806883
2.100000000000001,0.00011250000000000001,359.9607747745582
2.120000000000001,0.00011250000000000001,360.8083614978253
2.140000000000001,0.00011250000000000001,361.5449194416271
2.160000000000001,0.00011250000000000001,362.2112371109003
2.180000000000001,0.00011250000000000001,362.79359268176705
2.200000000000001,0.00011250000000000001,363.33146865805503
2.220000000000001,0.00011250000000000001,363.81023821711983
2.240000000000001,0.00011250000000000001,364.2541231211307
2.260000000000001,0.00011250000000000001,364.6586824303401
2.280000000000001,0.00011250000000000001,365.0322317945432
2.300000000000001,0.00011250000000000001,365.38080187751353
2.320000000000001,0.00011250000000000001,365.7007397864705
2.340000000000001,0.00011250000000000001,366.0053723699177
2.360000000000001,0.00011250000000000001,366.2837607487384
2.3800000000000012,0.00011250000000000001,366.5529112561134
2.4000000000000012,0.00011250000000000001,366.798592369405
2.420000000000001,0.00011250000000000001,367.0385032055537
2.4400000000000013,0.00011250000000000001,367.2580559140333
2.460000000000001,0.00011250000000000001,367.47353020184084
2.4800000000000013,0.00011250000000000001,367.67191893635777
2.500000000000001,0.00011250000000000001,367.86677108420594
2.5200000000000014,0.00011250000000000001,368.0477931114825
2.540000000000001,0.00011250000000000001,368.22512277940166
2.5600000000000014,0.00011250000000000001,368.3917204401283
2.580000000000001,0.00011250000000000001,368.55408726504197
2.6000000000000014,0.00011250000000000001,368.7085684966767
2.620000000000001,0.00011250000000000001,368.8581089462183
2.6400000000000015,0.00011250000000000001,369.0023043694937
2.660000000000001,0.00011250000000000001,369.14081354266864
2.6800000000000015,0.00011250000000000001,369.2761897184719
2.700000000000001,0.00011250000000000001,369.4051817647467
1.9000000000000008,0.00013125000000000002,332.9034507827826
1.9200000000000008,0.00013125000000000002,333.72091286988973
1.9400000000000008,0.00013125000000000002,337.25377880365596
1.9600000000000009,0.00013125000000000002,342.5008245493211
1.9800000000000009,0.00013125000000000002,346.4780662513065
2.000000000000001,0.00013125000000000002,349.14527788265394
2.020000000000001,0.00013125000000000002,351.4266888854907
2.040000000000001,0.00013125000000000002,353.18737975766743
2.060000000000001,0.00013125000000000002,354.6648529401511
2.080000000000001,0.00013125000000000002,355.92807032170765
2.100000000000001,0.00013125000000000002,356.9892354890515
2.120000000000001,0.00013125000000000002,357.94062817033597
2.140000000000001,0.00013125000000000002,358.75688394468597
2.160000000000001,0.00013125000000000002,359.5013431925093
2.180000000000001,0.00013125000000000002,360.1574955689971
2.200000000000001,0.00013125000000000002,360.759062937265
2.220000000000001,0.00013125000000000002,361.3022759552562
2.240000000000001,0.00013125000000000002,361.80164665190887
2.260000000000001,0.00013125000000000002,362.26094823313514
2.280000000000001,0.00013125000000000002,362.68479809314914
2.300000000000001,0.00013125000000000002,363.0795256654646
2.320000000000001,0.00013125000000000002,363.4458687327071
2.340000000000001,0.00013125000000000002,363.78967364176515
2.360000000000001,0.00013125000000000002,364.11104729797006
2.3800000000000012,0.00013125000000000002,364.41397502290795
2.4000000000000012,0.00013125000000000002,364.6993740893425
2.420000000000001,0.00013125000000000002,364.96904057258627
2.4400000000000013,0.00013125000000000002,365.22511180715486
2.460000000000001,0.00013125000000000002,365.46741899849286
2.4800000000000013,0.00013125000000000002,365.6992108967483
2.500000000000001,0.00013125000000000002,365.9188086232905
2.5200000000000014,0.00013125000000000002,366.13025043425995
2.540000000000001,0.00013125000000000002,366.33084903938334
2.5600000000000014,0.00013125000000000002,366.52506317226306
