时间 (s),薄膜厚度 (m),温度 (K)
0.7000000000000003,0.0,380.0
0.7200000000000003,0.0,368.3854489828981
0.7400000000000003,0.0,368.5272290223004
0.7600000000000003,0.0,362.96997744062344
0.7800000000000004,0.0,363.1037918668854
0.8000000000000004,0.0,359.15158857903333
0.8200000000000004,0.0,359.24994975542785
0.8400000000000003,0.0,356.1451409015364
0.8600000000000003,0.0,356.2035974969385
0.8800000000000003,0.0,353.65113583307203
0.9000000000000004,0.0,353.6725451995494
0.9200000000000004,0.0,351.5180718768054
0.9400000000000004,0.0,351.50757684483574
0.9600000000000004,0.0,349.6569079007217
0.9800000000000004,0.0,349.6200189778944
1.0000000000000004,0.0,348.0101177491022
1.0200000000000005,0.0,347.9519681086393
1.0400000000000005,0.0,346.5380004794109
1.0600000000000005,0.0,346.4630958083171
1.0800000000000005,0.0,345.21178135908
1.1000000000000005,0.0,345.1239615206273
1.1200000000000006,0.0,344.0097976654228
1.1400000000000006,0.0,343.9122834485846
1.1600000000000006,0.0,342.91523612418297
1.1800000000000006,0.0,342.8107038938404
1.2000000000000006,0.0,341.91471379073056
1.2200000000000006,0.0,341.80445418758734
1.2400000000000007,0.0,340.9905588836078
1.2600000000000007,0.0,340.8836468938612
1.2800000000000007,0.0,340.1446265825631
1.3000000000000007,0.0,340.0385278826614
1.3200000000000007,0.0,339.36637601003156
1.3400000000000007,0.0,339.26117691172385
1.3600000000000008,0.0,338.6487790630678
1.3800000000000008,0.0,338.5448608878093
1.4000000000000008,0.0,337.9860003143039
1.4200000000000008,0.0,337.88376865510133
1.4400000000000008,0.0,337.3730099678587
1.4600000000000009,0.0,337.27282682599764
1.4800000000000009,0.0,336.80539838126987
1.5000000000000009,0.0,336.70756334746915
1.5200000000000007,0.0,336.2792562611478
1.5400000000000007,0.0,336.1840041999911
1.5600000000000007,0.0,335.7910889266584
1.5800000000000007,0.0,335.6985940380766
1.6000000000000008,0.0,335.33775199269934
1.6200000000000008,0.0,335.2481343058914
1.6400000000000008,0.0,334.91640166628775
1.6600000000000008,0.0,334.82973422963215
1.6800000000000008,0.0,334.5244554465443
1.7000000000000006,0.0,334.44077140540304
1.7200000000000006,0.0,334.1595604360815
1.7400000000000007,0.0,334.07885962341845
1.7600000000000007,0.0,333.81956733572105
1.7800000000000007,0.0,333.74182221651415
1.8000000000000007,0.0,333.50250875636743
1.8200000000000007,0.0,333.42766967893607
1.8400000000000007,0.0,333.20658086233635
1.8600000000000008,0.0,333.1345806286028
1.8800000000000008,0.0,332.9301276249999
1.9000000000000008,0.0,332.8608854219424
0.7000000000000003,1.8750000000000002e-05,376.8546989255614
0.7200000000000003,1.8750000000000002e-05,370.332690657343
0.7400000000000003,1.8750000000000002e-05,366.67764459428173
0.7600000000000003,1.8750000000000002e-05,364.4739408237708
0.7800000000000004,1.8750000000000002e-05,361.72212775813887
0.8000000000000004,1.8750000000000002e-05,360.3806233205183
0.8200000000000004,1.8750000000000002e-05,358.1544207862502
0.8400000000000003,1.8750000000000002e-05,357.1774777549201
0.8600000000000003,1.8750000000000002e-05,355.3103979357138
