T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,366.5479192479769,366.4956020235419,366.44315363357356,366.39167499818905,366.34008240711887,366.28914880089906,366.23811395832,366.18757487946556,366.1370316743234,366.08679311459304,366.03655129972134,365.9862324891015,365.9362300653992,365.8861563818702,365.8363455295363,365.78647068234113,365.7368176737963,365.6871081799582,365.63758865628535,365.5880201066632,365.5386164180916,365.48917093896796,365.43987029648474,365.39053475689525,365.3413279021587,365.292092626067,365.2429728651203,365.1938306989852,365.144793198618,365.0957388336882,365.0467801090175,364.9978095877243,364.94892712930454,364.90003748523463,364.85122948795424,364.80241848296197,364.75368364914624,364.7049495811943,364.6562869777712,364.60762854032373,364.5590374953368,364.5104536743592,364.4619337020963,364.41342370050864,364.3649744474274,364.31653762961275,364.2681588353609,364.21979468634214,364.1714861557286,364.1231942510751,364.07495583397605,364.02673581757165,363.9785673945738,363.93041896215425,363.88232043434465,363.8342433212661,363.7862146030162,363.7382085751375,363.6902495890349,363.6423144358945,363.59442510921974
