T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65
0,351.56895940322744,351.52719000181247,351.48525060517255,351.44443494676773,351.40346939329595,351.36326354131825,351.32292276152475,351.28315046036556,351.24325656609614,351.2038077525208,351.1642492532676,351.1250485819245,351.0858449349093,351.0468387487256,351.00783011798063,350.96873510310627,350.92988461903525,350.89095489965683,350.85223298439564,350.81344005796655,350.7748258633311,350.7361488653412,350.6976273630077,350.6590509741541,350.6206113123405,350.5821242534194,350.5437586022355,350.5053525442273,350.46705526313707,350.42872403494704,350.3904910687917,350.35223008006597,350.31405852025574,350.27586434028456,350.23775210601156,350.1996221561889,350.161567762988,350.1235000919794,350.08550248386314,350.0474956030757,350.0095540309258,349.97160679397797,349.93372072756154,349.89583224187754,349.85800130630344,349.8201708681769,349.7823947980854,349.74462184490795,349.70690045152975,349.66918452657717,349.6315176741095,349.59385840053346,349.55624598926295,349.5186430508258,349.4810850051239,349.4435381318887,349.4060343917214,349.3685433493888,349.3310938643539,349.29365844627984,349.2562631714619,349.2188831926576,349.1815420857798,349.144217378377,349.10693039788015,349.0696608076839
