T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35
0,298.1499999999995,301.7959786559149,305.4281194752687,307.26168504501084,309.068401801472,310.446929852869,311.7985357770439,312.94806384178224,314.0731344044244,315.07870880094265,316.06274008308105,316.9671050498006,317.85264891720914,318.68086316590365,319.4926076187904,320.2608404203606,321.01457241810834,321.73396529447774,322.4404883718087,323.11909592086505,323.7861836293138,324.4300465151147,325.0635118319454,325.67729323891854,326.2816164589079,326.8690005658252,327.447718778324,328.0116712930054,328.5676311292829,329.1105759877907,329.6461041242155,330.1700472688385,330.68706947362637,331.1936881344743,331.69381499768417,332.18452382474925
