T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,332.18452382474925,332.1549751777385,332.12512039692166,332.09714222169833,332.0688783987655,332.0418854035556,332.0146245079743,331.9883149378297,331.96175556150115,331.93594039600407,331.9098930351481,331.88444274077114,331.8587774799433,331.83359980528235,331.8082241895012,331.78325251115353,331.758099672217,331.7332856889106,331.7083068983885,331.68361559083087,331.65877519104833,331.6341812053499,331.6094530267661,331.58493804438314,331.5603028309942,331.535853649379,331.51140292514026,331.48684647015637,331.46245360594344,331.43796495562145,331.413622276917,331.3891938013888,331.364896200908,331.34052218310995,331.3162660811411,331.2919422314319,331.2677251144162,331.243448199475,331.21926831172686,331.19503587956234,331.17089200567335,331.1467021831129,331.12259349217936,331.09844483590206,331.07437076954164,331.0502621564601,331.02622234827425,331.00215289479127,330.9781471124958,330.95411611494916,330.93014421890007,330.90615110953706,330.8822130230925,330.85825733745753,330.8343530258943,330.81043437858835,330.7865638341784,330.7626819007911,330.7388451323204,330.71499963589065,330.6911966613668
