T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45
0,363.59442510921974,364.8154085010556,366.0319280979521,366.6170958967439,367.1932251861597,367.61938191975406,368.0365035727504,368.38310031792224,368.72155161461694,369.0185036873558,369.3083516691338,369.5707036537009,369.82694615314733,370.0635282895048,370.29482753828705,370.51132860029685,370.72324284684106,370.923585487583,371.1199153057121,371.3069314694022,371.4904076113026,371.66621702894605,371.8388774134135,372.00511235055046,372.16852362713894,372.3264697259903,372.4818648324335,372.6325532747794,372.78092077877056,372.92519084193566,373.0673352613869,373.20587817329084,373.34246212730807,373.475852723553,373.60742731098685,373.7361475003271,373.8631748062083,373.9876313799326,374.11050155785875,374.2310399868642,374.35008449536986,374.46699980580934,374.5825018427067,374.6960473116871,374.80825015537306,374.9186443433355
