T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
0,374.9186443433355,374.86101272372514,374.8032986624578,374.7462545762627,374.6892049096974,374.63209031117475,374.5754387966313,374.51872554305055,374.4623690028827,374.40595682490823,374.3498323049116,374.2936584749488,374.2377231309384,374.1817447280262,374.1259681184484,374.07015460457734,374.0145147548923,373.95884402731025,373.9033249975443,373.84778092622906,373.7923711440251,373.7369418999083,373.68163296802516,373.6263098429007,373.5710956733325,373.5158722323618,373.46074841506305,373.4056198833629,373.350583225836,373.295546042769,373.2405942345505,373.1856457291451,373.13077709756266,373.07591525180027,373.0211285843873,372.96635186034644,372.911646275872,372.85695348937315,372.8023283442989,372.7477185724268,372.6931733931518,372.638645906492,372.5841803403564,372.5297345532768,372.47534833319196,372.42098376730246,372.3666766862792,372.3123929435307,372.25816483638016,372.20396157922016,372.1498123094526,372.09568924614865,372.0416186966329,371.9875755703874,371.93358363672155,371.87962021757676,371.82570680341814,371.77182288220445,371.71798789600473,371.6641832798058,371.6104266325577
