T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,330.6911966613668,332.77026891247294,334.8446051260569,335.8866975539785,336.91479178716895,337.6987217095109,338.4681198710276,339.12292912664003,339.76436080097045,340.3383505570466,340.9004676363426,341.4177921081939,341.9246877231314,342.39944063229655,342.8650261929635,343.3062626731806,343.73939443865873,344.15333040431085,344.5600450019933,344.95115967728566,345.33578597301914,345.70742978048315,346.0731959089899,346.42795001500286,346.77733874440787,347.1172394842164,347.45220795234235,347.7790599680208,348.1013497576874,348.41632474736645,348.72705416205883,349.0312593817315,349.33149201594665,349.6258532831028,349.9164789299131,350.2017776406456,350.4835475410415,350.76044841639595,351.0340018883909,351.3030743852448,351.56895940322744
