T_ave,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40
0,349.0696608076839,350.93955090619875,352.80201553481197,353.71899729502945,354.6219839534724,355.3000474914302,355.96417383799576,356.5223135444647,357.0678685504176,357.5508949498264,358.0229065929685,358.45335913352403,358.87425422820587,359.2653545274301,359.6481520156588,360.00843432352036,360.3614618545692,360.6968069710378,361.0257634528124,361.3405087958971,361.64958023265064,361.94682972089146,362.23899870928926,362.5212088363212,362.79883322204245,363.0679413826078,363.3328794634035,363.5904421009936,363.84418638000636,364.0914726437831,364.33524010662217,364.57329748381727,364.80809266814543,365.03779434981703,365.26445479245035,365.48653477658866,365.70576467869216,365.9208444079016,366.133240183368,366.3418491785105,366.5479192479769
